SWL1,SWL2,SWL3,SWL4,SWL5,Hours,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Age,GAD_T,Platform_PC,Platform_Smartphone / Tablet,earnings_Other,earnings_Professional,earnings_Side Income,whyplay_Improving,whyplay_Other,whyplay_Relaxing,whyplay_Winning,League_Challenger,League_Diamond,League_Gold,League_Master,League_Other,League_Platinum,League_Silver,League_Unknown,League_Unranked,Gender_Male,Gender_Other,Work_Student at college / university,Work_Student at school,Work_Unemployed / between jobs,Work_Unknown,Degree_High school diploma (or equivalent),Degree_Master (or equivalent),"Degree_Ph.D., Psy. D., MD (or equivalent)",Degree_Unknown,Playstyle_Offline Multiplayer,Playstyle_Other,Playstyle_Real Life Friends,Playstyle_Singleplayer,Playstyle_Strangers
6,6,6,6,3,5.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,1,2,2,30.0,56.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,4,6,4,4,30.0,15.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,19,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,6,6,5,2,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,20,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,30.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,24,19,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4,2,2,7,1,45.0,15.0,2.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,19,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6,6,6,5,3,24.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,6,6,6,6,18.0,10.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,4,3,1,1,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,22,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,3,3,4,6,12.0,20.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,20,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,5,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,6,5,5,3,5.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,5,7,6,6,40.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,18,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5,5,5,4,5,30.0,10.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5,6,6,5,4,5.0,10.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,2,1,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,18,14,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3,6,5,5,3,35.0,2.0,1.0,4.0,0.0,2.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,18,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6,6,7,7,7,4.0,16.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2,4,3,2,5,25.0,15.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,2,2,2,1,15.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,5,5,4,6,8.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,7,7,3,4,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,3,4,2,3,25.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,6,5,6,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6,7,7,5,5,9.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,6,5,2,2,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,7,7,7,20.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,3,2,2,15.0,15.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,18,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2,5,2,2,3,30.0,5.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,7,6,5,2,20.0,10.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,19,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,6,5,1,1,15.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,1,50.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,21,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4,7,3,2,1,50.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,19,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,7,2,7,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,18,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,4,4,1,6,14.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6,5,6,5,4,12.0,10.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,5,3,2,7,15.0,5.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,24,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2,1,1,2,1,25.0,10.0,2.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2,3,4,1,1,22.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,21,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7,7,7,7,6,55.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,5.0,18,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,6,7,6,30.0,20.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,21,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,3,3,3,7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,6,5,6,14.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3,2,5,2,1,25.0,30.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,20,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,7,6,6,5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,7,7,7,6,9.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,3,2,2,1,30.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,24,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,6,6,6,4,10.0,5.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,18,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,5,2,5,2,7.0,50.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4,5,2,4,2,20.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,18,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5,6,6,4,3,15.0,2.0,3.0,0.0,2.0,4.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,5,2,5,1,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,3,5,1,20.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,18,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,7,6,7,8.0,14.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,4,3,2,2,25.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,3,4,1,5,10.0,0.0,2.0,0.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,18,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,5,1,4,1,28.0,20.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,18,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,6,7,2,6,15.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,5,7,6,6,20.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,20,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,6,5,3,3,30.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,29,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,3,2,2,48.0,25.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,18,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,2,6,6,35.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,18,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3,3,1,3,2,5.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,23,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4,2,2,4.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,22,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,2,4,4,3,10.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,19,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4,6,6,5,3,25.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,6,5,3,5,50.0,30.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4,5,2,2,7,23.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1,1,2,10.0,6.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,3.0,19,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,4,1,2,4,40.0,20.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,18,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,2,5,2,5,18.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,27,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,5,5,6,6,14.0,16.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,3,4,3,2,25.0,10.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,28,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,5,20.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2,6,5,2,1,6.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,2,5,20.0,10.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,6,7,4,4,15.0,10.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,19,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,5,6,6,4,8.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,3,3,2,2,20.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,19,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,3,7,4,6,25.0,8.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,6,5,3,2,8.0,21.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,20,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,7,4,3,5,34.0,14.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,19,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,7,6,6,5,14.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,4,2,2,3,40.0,10.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,21,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
